//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
BA|Itaítu             |44702000|0000000
BA|Itajaí             |45275000|0000000
BA|Itaju do Colônia   |45730000|2915403
BA|Itajubaquara       |47460000|0000000
BA|Itajuípe           |45630000|2915502
BA|Itajuru            |45211000|0000000
BA|Itamaraju          |45836000|2915601
BA|Itamari            |45455000|2915700
BA|Itambé             |45140000|2915809
BA|Itamira         |48355000|0000000
BA|Itamotinga      |48920000|0000000
BA|Itanagé         |46143000|0000000
BA|Itanagra        |48290000|2915908
BA|Itanhém         |45970000|2916005
BA|Itanhi          |48315000|0000000
BA|Itaparica       |44460000|2916104
BA|Itapé           |45750000|2916203
BA|Itapebi         |45855000|2916302
BA|Itapeipu        |44708000|0000000
BA|Itapetinga      |45700000|2916401
BA|Itapicuru       |48475000|2916500
BA|Itapirema       |45117000|0000000
BA|Itapitanga      |45645000|2916609
BA|Itapora         |44343000|0000000
BA|Itapura         |44727000|0000000
BA|Itaquara        |45340000|2916708
BA|Itaquaraí       |46103000|0000000
BA|Itarantim       |45780000|2916807
BA|Itati           |45714000|0000000
BA|Itatim          |46875000|2916856
BA|Itatingui       |45698000|0000000
BA|Itiruçu         |45350000|2916906
BA|Itiúba          |48850000|2917003
BA|Itororó         |45710000|2917102
BA|Ituaçu          |46640000|2917201
BA|Ituberá         |45435000|2917300
BA|Itupeva         |45968000|0000000
BA|Iuiu            |46438000|2917334
BA|Jaborandi       |47655000|2917359
BA|Jacaraci        |46310000|2917409
BA|Jacobina        |44700000|2917508
BA|Jacu            |44273000|0000000
BA|Jacuípe         |43870000|0000000
BA|Jacuruna        |44484000|0000000
BA|Jaguaquara      |45345000|2917607
BA|Jaguara         |44125000|0000000
BA|Jaguarari       |48960000|2917706
BA|Jaguaripe       |44480000|2917805
BA|Jaíba           |44115000|0000000
BA|Jandaíra        |48310000|2917904
BA|Japomirim       |45588000|0000000
BA|Japu            |45665000|0000000
BA|Jauá            |42843000|0000000
BA|Jequié          |00000000|2918001
BA|Jequiriçá       |45470000|0000000
BA|Jeremoabo       |48540000|2918100
BA|Jiquiriçá       |00000000|2918209
BA|Jiribatuba      |44475000|0000000
BA|Jitaúna         |45225000|2918308
BA|João Amaro      |46865000|0000000
BA|João Correia    |46755000|0000000
BA|João Dourado    |44920000|2918357
BA|José Gonçalves  |45115000|0000000
BA|Juacema         |48965000|0000000
BA|Juazeiro        |00000000|2918407
BA|Jucuruçu        |45834000|2918456
BA|Juerana         |45910000|0000000
BA|Junco           |48910000|0000000
BA|Jupaguá                      |47920000|0000000
BA|Juraci                       |46785000|0000000
BA|Juremal                      |48915000|0000000
BA|Jussara                      |44925000|2918506
BA|Jussari                      |45610000|2918555
BA|Jussiape                     |46670000|2918605
BA|Km Sete                      |44133000|0000000
BA|Lafaiete Coutinho            |45215000|2918704
BA|Lagoa Clara                  |46520000|0000000
BA|Lagoa de Melquíades          |45114000|0000000
BA|Lagoa do Boi                 |44898000|0000000
BA|Lagoa Grande                 |45158000|0000000
BA|Lagoa Grande                 |44972000|0000000
BA|Lagoa José Luis              |45113000|0000000
BA|Lagoa Preta                  |45175000|0000000
BA|Lagoa Real                   |46425000|2918753
BA|Laje                         |45490000|2918803
BA|Laje do Banco                |45676000|0000000
BA|Lajedão                      |45950000|2918902
BA|Lajedinho                    |46825000|2919009
BA|Lajedo Alto                  |46868000|0000000
BA|Lajedo do Tabocal            |45365000|2919058
BA|Lamarão                      |48720000|2919108
BA|Lamarão do Passe             |43855000|0000000
BA|Lapão                        |44905000|2919157
BA|Largo                        |44835000|0000000
BA|Lauro de Freitas             |42700000|2919207
BA|Lençóis                      |46960000|2919306
BA|Licínio de Almeida           |46330000|2919405
BA|Limoeiro do Bom Viver        |44137000|0000000
BA|Livramento de Nossa Senhora  |46140000|2919504
BA|Lucaia                       |45195000|0000000
BA|Luís Eduardo Magalhães       |47850000|2919553
BA|Luis Viana                   |47340000|0000000
BA|Lustosa                      |44283000|0000000
BA|Macajuba                     |46805000|2919603
BA|Macarani                     |45760000|2919702
BA|Macaúbas                     |46500000|2919801
BA|Macururé                     |48650000|2919900
BA|Madre de Deus                |42600000|2919926
BA|Maetinga                     |46255000|2919959
BA|Maiquinique                  |45770000|2920007
BA|Mairi                        |44630000|2920106
BA|Malhada                      |46440000|2920205
BA|Malhada de Pedras            |46110000|2920304
BA|Mandiroba                    |46455000|0000000
BA|Mangue Seco                  |48325000|0000000
BA|Maniaçu                      |46410000|0000000
BA|Manoel Vitorino              |45240000|2920403
BA|Mansidão                     |47160000|2920452
BA|Mantiba                      |44117000|0000000
BA|Mar Grande                   |44473000|0000000
BA|Maracás                      |45360000|2920502
BA|Maragogipe                   |44420000|2920601
BA|Maragogipinho                |44495000|0000000
BA|Maraú                        |45520000|2920700
BA|Marcionílio Souza            |46780000|2920809
BA|Marcolino Moura              |46175000|0000000
BA|Maria Quitéria               |44110000|0000000
BA|Maricoabo                |45412000|0000000
BA|Mariquita                |47770000|0000000
BA|Mascote                  |45870000|2920908
BA|Massacara                |48510000|0000000
BA|Massaroca                |48918000|0000000
BA|Mata da Aliança          |44240000|0000000
BA|Mata de São João         |48280000|2921005
BA|Mataripe                 |43970000|0000000
BA|Matina                   |46480000|2921054
BA|Matinha                  |44118000|0000000
BA|Medeiros Neto            |45960000|2921104
BA|Miguel Calmon            |44720000|2921203
BA|Milagres                 |45315000|2921302
BA|Minas do Espírito Santo  |44995000|0000000
BA|Minas do Mimoso          |47375000|0000000
BA|Mirandela                |48409000|0000000
BA|Miranga                  |48126000|0000000
BA|Mirangaba                |44745000|2921401
BA|Mirante                  |45255000|2921450
BA|Mocambo                  |46720000|0000000
BA|Mogiquiçaba              |45803000|0000000
BA|Monte Cruzeiro           |45306000|0000000
BA|Monte Gordo              |42820000|0000000
BA|Monte Recôncavo          |43980000|0000000
BA|Monte Santo              |48800000|2921500
BA|Morpará                  |47580000|2921609
BA|Morrinhos                |44127000|0000000
BA|Morro das Flores         |46802000|0000000
BA|Morro de São Paulo       |45428000|0000000
BA|Morro do Chapéu          |44850000|2921708
BA|Mortugaba                |46290000|2921807
BA|Mucugê                   |46750000|2921906
BA|Mucuri                   |45930000|2922003
BA|Mulungu do Morro         |44885000|2922052
BA|Mundo Novo               |44800000|2922102
BA|Muniz Ferreira           |44575000|2922201
BA|Muquém de São Francisco  |47115000|2922250
BA|Muritiba                 |44340000|2922300
BA|Mutas                    |46436000|0000000
BA|Mutuípe                  |45480000|2922409
BA|Nagé                     |44432000|0000000
BA|Narandiba                |48107000|0000000
BA|Nazaré                   |44400000|2922508
BA|Nilo Peçanha             |45440000|2922607
BA|Nordestina               |48870000|2922656
BA|Nova Alegria             |45838500|0000000
BA|Nova Brasília            |45156000|0000000
BA|Nova Canaã               |45270000|2922706
BA|Nova Fátima              |44642000|2922730
BA|Nova Ibiá                |45452000|2922755
BA|Nova Itaipê              |45380000|0000000
BA|Nova Itaraná             |45390000|2922805
BA|Nova Lídice              |45965000|0000000
BA|Nova Redenção            |46835000|2922854
BA|Nova Soure               |48460000|2922904
BA|Nova Viçosa              |45920000|2923001
BA|Novo Acre                |46775000|0000000
BA|Novo Horizonte           |46730000|2923035
BA|Novo Triunfo             |48455000|2923050
BA|Núcleo Residencial Pilar  |48967000|0000000
BA|Nuguaçu                   |44747000|0000000
BA|Olhos D'Água do Seco      |46715000|0000000
BA|Olhos D'Água do Serafim   |46735000|0000000
BA|Olindina                  |48470000|2923100
BA|Oliveira dos Brejinhos    |47530000|2923209
BA|Olivença                  |45668000|0000000
BA|Onha                      |44578000|0000000
BA|Oriente Novo              |45210000|0000000
BA|Ouricana                  |45863000|0000000
BA|Ouriçangas                |48150000|2923308
BA|Ouricuri do Ouro          |47565000|0000000
BA|Ourolândia                |44718000|2923357
BA|Outeiro Redondo           |44365000|0000000
BA|Paiol                     |46320000|0000000
BA|Pajeú do Vento            |46402000|0000000
BA|Palame                    |48380000|0000000
BA|Palmas de Monte Alto      |46460000|2923407
BA|Palmeiras                 |46930000|2923506
BA|Parafuso                  |42849000|0000000
BA|Paramirim                 |46190000|2923605
BA|Parateca                  |46443000|0000000
BA|Paratinga                 |47500000|2923704
BA|Paripiranga               |48430000|2923803
BA|Pataíba                   |48175000|0000000
BA|Patamuté                  |48945000|0000000
BA|Pau a Pique               |47320000|0000000
BA|Pau Brasil                |45890000|2923902
BA|Paulo Afonso              |00000000|2924009
BA|Pé de Serra               |44655000|2924058
BA|Pedrão                    |48140000|2924108
BA|Pedras Altas do Mirim     |44697000|0000000
BA|Pedro Alexandre           |48580000|2924207
BA|Peixe                     |47230000|0000000
BA|Petim                     |44510000|0000000
BA|Piabanha                  |45525000|0000000
BA|Piatã                     |46765000|2924306
BA|Piçarrão                  |47360000|0000000
BA|Pilão Arcado              |47240000|2924405
BA|Pimenteira                |45672000|0000000
BA|Pindaí                    |46360000|2924504
BA|Pindobaçu                 |44770000|2924603
BA|Pinhões                   |48924000|0000000
BA|Pintadas                  |44610000|2924652
BA|Piragi                    |45837500|0000000
BA|Piraí do Norte            |45436000|2924678
BA|Pirajá                    |45837000|0000000
BA|Pirajuia                  |44486000|0000000
BA|Piri                      |47355000|0000000
BA|Piripá                    |46270000|2924702
BA|Piritiba                  |44830000|2924801
BA|Pituba                    |47454000|0000000
BA|Planaltino                |45375000|2924900
BA|Planalto                  |45190000|2925006
BA|Poço Central              |45678000|0000000
BA|Poço de Fora              |48940000|0000000
BA|Poções                    |45260000|2925105
BA|Poços                     |47210000|0000000
BA|Pojuca                    |48120000|2925204
BA|Polo Petroquímico de Camaçari  |00000000|0000000
BA|Ponta da Areia                 |45905000|0000000
BA|Ponto Novo                     |44755000|2925253
BA|Porto Novo                     |47710000|0000000
BA|Porto Seguro                   |45810000|2925303
BA|Posto da Mata                  |45928000|0000000
BA|Potiraguá                      |45790000|2925402
BA|Poxim do Sul                   |45862000|0000000
BA|Prado                          |45980000|2925501
BA|Presidente Dutra               |44930000|2925600
BA|Presidente Jânio Quadros       |46250000|2925709
BA|Presidente Tancredo Neves      |45416000|2925758
BA|Prevenido                      |44912000|0000000
BA|Quaraçu                        |45159000|0000000
BA|Queimadas                      |48860000|2925808
BA|Quijingue                      |48830000|2925907
BA|Quixabá                        |47585000|0000000
BA|Quixabeira                     |44713000|2925931
BA|Rafael Jambeiro                |44520000|2925956
BA|Recife                         |44927000|0000000
BA|Remanso                        |47200000|2926004
BA|Remédios                       |46738000|0000000
BA|Retirolândia                   |48750000|2926103
BA|Riachão das Neves              |47970000|2926202
BA|Riachão do Jacuípe             |44640000|2926301
BA|Riachão do Utinga              |46815000|0000000
BA|Riacho da Guia                 |48105000|0000000
BA|Riacho de Santana              |46470000|2926400
BA|Riacho Seco                    |48933000|0000000
BA|Ribeira do Amparo              |48440000|2926509
BA|Ribeira do Pombal              |48400000|2926608
BA|Ribeirão do Largo              |45155000|2926657
